step,t_s,target_x,target_y,truth_px,truth_py,truth_pz,truth_vx,truth_vy,truth_vz,truth_qw,truth_qx,truth_qy,truth_qz,truth_roll,truth_pitch,truth_yaw,truth_wx,truth_wy,truth_wz,imu_ax,imu_ay,imu_az,imu_acc_norm,imu_gx,imu_gy,imu_gz,imu_gyro_norm,vio_px,vio_py,vio_pz,vio_vx,vio_vy,vio_vz,vio_qw,vio_qx,vio_qy,vio_qz,pos_err_x,pos_err_y,pos_err_z,pos_err_norm,vel_err_x,vel_err_y,vel_err_z,vel_err_norm,orientation_err_rad,odom_age_s,drained_callbacks
10,0.11,-4.0,1.6011310333130524e-10,-3.9999685287475586,4.403353887028061e-05,2.0617117881774902,-0.001302202814258635,-0.001306272461079061,-0.04026905447244644,0.9999968868261211,-0.0005834386369561404,0.00032825472640640767,0.002403785817696565,-0.0011652960501102106,0.0006593123797931495,0.004807193195396964,0.0011043197009712458,-0.0029800066258758307,0.04183003678917885,-0.025059456005692482,-0.028162434697151184,9.890453338623047,9.890525180319958,0.0011043206322938204,-0.002980004297569394,0.04183003678917885,0.04195058911930198,,,,,,,,,,,,,,,,,,,,,
11,0.12,-4.0,1.6011310333130524e-10,-3.9999783039093018,3.45824591931887e-05,2.061314344406128,-0.0005033176275901496,-0.0003295239293947816,-0.03946594148874283,0.9999965263064745,-0.0005789781820214569,0.00031837854389400575,0.002551625825239238,-0.0011563280701154986,0.0006397095908832474,0.005102888445060625,-0.00046099096653051674,-0.000532387406565249,0.024329928681254387,0.12645848095417023,0.14605925977230072,9.890484809875488,9.892371547265512,-0.0004609893658198416,-0.0005323854857124388,0.02432992309331894,0.02434011304878452,,,,,,,,,,,,,,,,,,,,,
12,0.13,-4.0,1.6011310333130524e-10,-3.9999754428863525,4.116822310606949e-05,2.060924768447876,0.0011670138919726014,0.0016562729142606258,-0.03866444155573845,0.9999962351225076,-0.0006050172901185293,0.0003361618695483794,0.0026553135571089014,-0.0012082453639326708,0.0006755342804853433,0.00531022652122363,-0.008807598613202572,0.006379082333296537,0.022538160905241966,0.16277991235256195,0.18709971010684967,9.890474319458008,9.893583065060197,-0.008807594887912273,0.006379082333296537,0.02253815531730652,0.02502468509755091,,,,,,,,,,,,,,,,,,,,,
13,0.14,-4.0,1.6011310333130524e-10,-3.99995756149292,6.559908069903031e-05,2.0605428218841553,0.002254767343401909,0.002960176207125187,-0.03786304593086243,0.9999957558879304,-0.0006731751991383765,0.00038483738430408884,0.00280836989475841,-0.0013441839596160115,0.0007734526290654782,0.005616229029860733,-0.01613631099462509,0.011380363255739212,0.038009535521268845,0.05124545097351074,0.05823368951678276,9.890332221984863,9.890636416331978,-0.01613631471991539,0.011380362324416637,0.038009535521268845,0.04283244202608296,,,,,,,,,,,,,,,,,,,,,
14,0.15,-4.0,1.6011310333130524e-10,-3.9999351501464844,9.467516065342352e-05,2.060168743133545,0.0018430540803819895,0.002522056456655264,-0.03705925494432449,0.9999949394995196,-0.0007554600059812128,0.0004392278231958671,0.0030589760461452492,-0.0015082263510474475,0.0008830731838635074,0.006117298032297065,-0.01552756316959858,0.009765383787453175,0.056639984250068665,-0.10660623013973236,-0.12307442724704742,9.890291213989258,9.891631437758885,-0.01552756316959858,0.009765380062162876,0.056639984250068665,0.059536171203667346,,,,,,,,,,,,,,,,,,,,,
15,0.16,-4.0,1.6011310333130524e-10,-3.99992299079895,0.00011226482456550002,2.0598039627075195,0.00037990129203535616,0.0008697855519130826,-0.03625251725316048,0.9999938940601679,-0.0008097359947732824,0.0004679076529571837,0.0033670806982854535,-0.0016163125552607386,0.0009412626237490691,0.006733416378475519,-0.007314136251807213,0.0028759443666785955,0.06153013929724693,-0.16774766147136688,-0.1924452781677246,9.89029598236084,9.893590302904256,-0.00731414370238781,0.002875938778743148,0.06153015419840813,0.06203005398706452,,,,,,,,,,,,,,,,,,,,,
16,0.17,-4.0,1.6011310333130524e-10,-3.9999256134033203,0.00011398237256798893,2.0594465732574463,-0.0007333620451390743,-0.0003651260049082339,-0.035447921603918076,0.9999929365167705,-0.0008181847851029671,0.0004622741695883866,0.003639202222455449,-0.001632994826086349,0.0009304970226962831,0.007277663975873861,0.0012447864282876253,-0.003126893425360322,0.04826667532324791,-0.07700046896934509,-0.08760593831539154,9.89011287689209,9.89080060411271,0.001244784682057798,-0.003126894123852253,0.04826667532324791,0.04838387027229525,,,,,,,,,,,,,,,,,,,,,
17,0.18,-4.0,1.6011310333130524e-10,-3.9999325275421143,0.00011117995745735243,2.0590972900390625,-0.0004122536047361791,7.27574442862533e-05,-0.03464937582612038,0.9999922943861859,-0.0008037596368631153,0.00044465651641023725,0.003816728871739222,-0.001604113951122876,0.0008954417650048361,0.007632761301767254,0.0027235259767621756,-0.002995297545567155,0.028859112411737442,0.08330460637807846,0.09604448080062866,9.889942169189453,9.890759339385822,0.0027235234156250954,-0.002995302202180028,0.02885911799967289,0.029141690184285578,,,,,,,,,,,,,,,,,,,,,
18,0.19,-4.0,1.6011310333130524e-10,-3.999929189682007,0.00012069993681507185,2.05875563621521,0.0011317759053781629,0.0019292916404083371,-0.03385557606816292,0.9999918735433366,-0.0008079436592495611,0.0004466406686426734,0.003924358093271306,-0.0016123699822898968,0.0008996155198937848,0.007848014420356236,-0.0038688001222908497,0.002961378777399659,0.020833279937505722,0.16807714104652405,0.19242052733898163,9.889811515808105,9.89311110838721,-0.0038687994237989187,0.002961378777399659,0.020833279937505722,0.021395394976473286,,,,,,,,,,,,,,,,,,,,,
19,0.2,-4.0,1.6011310333130524e-10,-3.999910354614258,0.00014971836935728788,2.0584218502044678,0.002586399670690298,0.0036759141366928816,-0.033063892275094986,0.9999913171896959,-0.0008536504631343995,0.00048138679476708265,0.004050320093209207,-0.0017033881854534273,0.0009696804971624417,0.008099840353966199,-0.012335548177361488,0.009257027879357338,0.03138020262122154,0.10095055401325226,0.11491220444440842,9.889535903930664,9.890718690985986,-0.012335546314716339,0.009257027879357338,0.03138020634651184,0.03496534882410546,,,,,,,,,,,,,,,,,,,,,
20,0.21,-4.0,1.6011310333130524e-10,-3.999882221221924,0.00018933361570816487,2.058096408843994,0.002727117855101824,0.0038935428019613028,-0.032271359115839005,0.9999903284137375,-0.0009258643695690351,0.0005323687717907245,0.004266431488450719,-0.0018471703132486618,0.0010726277253629373,0.008531903066692053,-0.014770075678825378,0.010060090571641922,0.05090533196926117,-0.0571049265563488,-0.06594977527856827,9.889284133911133,9.889668903796666,-0.014770077541470528,0.010060092434287071,0.05090533196926117,0.05395102847275606,,,,,,,,,,,,,,,,,,,,,
21,0.22,-4.0,1.6011310333130524e-10,-3.999861001968384,0.00022269067994784564,2.057778835296631,0.0015201680362224579,0.0025502010248601437,-0.03147626668214798,0.9999889469172016,-0.0009836802820285427,0.0005671105071222457,0.004562543391749031,-0.00196216642730178,0.001143184894545751,0.009124002765276227,-0.008713128976523876,0.004485323093831539,0.06177347153425217,-0.16352471709251404,-0.18686938285827637,9.889129638671875,9.892246737208316,-0.0087131317704916,0.004485326819121838,0.06177346780896187,0.06254596827189689,,,,,,,,,,,,,,,,,,,,,
22,0.23,-4.0,1.6011310333130524e-10,-3.9998533725738525,0.00024025994935072958,2.057468891143799,0.00014713378914166242,0.0010237600654363632,-0.030682792887091637,0.9999875499249505,-0.000998014009388394,0.0005672545562905833,0.004856149235779537,-0.0019904964398791054,0.0011441882474510655,0.00971120429258026,0.0005712037091143429,-0.002530056983232498,0.054209642112255096,-0.12264181673526764,-0.13933421671390533,9.888849258422852,9.890591220699074,0.0005712033016607165,-0.002530057681724429,0.054209642112255096,0.05427165708750252,,,,,,,,,,,,,,,,,,,,,
23,0.24,-4.0,1.6011310333130524e-10,-3.99985408782959,0.0002484054130036384,2.057166576385498,-6.20565697317943e-05,0.0008571185753680766,-0.029896967113018036,0.9999865297971591,-0.0009782323618134422,0.0005452938496709362,0.00506812986212958,-0.0019509135484649946,0.0011004888483235676,0.010135235995198373,0.004999524913728237,-0.004820131231099367,0.03503257408738136,0.0285481009632349,0.03326974809169769,9.888487815856934,9.888584992533447,0.004999522585421801,-0.0048201316967606544,0.03503257408738136,0.03571428485696058,,,,,,,,,,,,,,,,,,,,,
24,0.25,-4.0,1.6011310333130524e-10,-3.999850273132324,0.0002636765129864216,2.056872606277466,0.0011755299055948853,0.002370852045714855,-0.029119007289409637,0.9999859193641266,-0.0009627104012338651,0.0005326587950046011,0.005191390639682943,-0.001919865500890789,0.0010752984084134488,0.010381801986737021,0.0009679179056547582,-0.0005414048791863024,0.02147109992802143,0.15390056371688843,0.17551419138908386,9.88822078704834,9.890975732874196,0.0009679167415015399,-0.000541405810508877,0.02147109992802143,0.0214997236072749,,,,,,,,,,,,,,,,,,,,,
25,0.26,-4.0,1.6011310333130524e-10,-3.9998297691345215,0.00029794577858410776,2.0565857887268066,0.0028448046650737524,0.004379691556096077,-0.028345616534352303,0.9999853139919229,-0.0009841232452541314,0.0005513228443566029,0.005300881533732269,-0.0019623750657465975,0.0011130631665558456,0.010600727339596633,-0.007614687085151672,0.006325941998511553,0.025662723928689957,0.14086675643920898,0.1599123328924179,9.887864112854004,9.89016036834322,-0.007614683825522661,0.00632594246417284,0.02566271647810936,0.027505926177071864,,,,,,,,,,,,,,,,,,,,,
26,0.27,-4.0,1.6011310333130524e-10,-3.9997968673706055,0.0003478149010334164,2.056307315826416,0.003548460314050317,0.005261873360723257,-0.027573373168706894,0.9999842638196633,-0.0010406485520124693,0.0005947161695418429,0.005480463147851822,-0.0020747486966055583,0.0012008203826312978,0.010959743338588616,-0.012791791930794716,0.0094930874183774,0.04377010092139244,0.0015314404154196382,0.0010487036779522896,9.887429237365723,9.887429411581337,-0.012791793793439865,0.0094930874183774,0.04377010092139244,0.046578647810512075,,,,,,,,,,,,,,,,,,,,,
27,0.28,-4.0,1.6011310333130524e-10,-3.999765396118164,0.00039773379103280604,2.0560362339019775,0.0027611819095909595,0.004413750022649765,-0.026799438521265984,0.9999826515408285,-0.0010978432799365718,0.0006332793250818789,0.005752418170063662,-0.0021883662301398665,0.0012791675334292976,0.011503509386870463,-0.009637433104217052,0.005941722076386213,0.059502676129341125,-0.13896210491657257,-0.15822480618953705,9.887115478515625,9.889357817441931,-0.009637435898184776,0.005941719748079777,0.059502676129341125,0.06057022924514653,,,,,,,,,,,,,,,,,,,,,
28,0.29,-4.0,1.6011310333130524e-10,-3.9997451305389404,0.00043400589493103325,2.0557732582092285,0.001295475522056222,0.002785623539239168,-0.026026172563433647,0.9999808213873487,-0.0011192656311121694,0.0006410469358469985,0.006057487990626332,-0.002230725784444269,0.0012956295216357983,0.012113615052064774,-0.000752777443267405,-0.0012580055044963956,0.05876951664686203,-0.15489794313907623,-0.17540787160396576,9.886751174926758,9.889520215315047,-0.0007527775596827269,-0.0012580043403431773,0.05876951664686203,0.05878779920936382,,,,,,,,,,,,,,,,,,,,,
29,0.3,-4.0,1.6011310333130524e-10,-3.9997365474700928,0.00045706561650149524,2.0555174350738525,0.0005695319850929081,0.0020252857357263565,-0.02526053786277771,0.9999793337613687,-0.00109914994757626,0.0006190902888933997,0.006304018303923138,-0.0021904524200043276,0.001252013439124406,0.012606758911714191,0.006135148461908102,-0.005772753152996302,0.04224768280982971,-0.03221329301595688,-0.035739731043577194,9.886242866516113,9.886359948958097,0.006135146599262953,-0.005772754549980164,0.04224768280982971,0.04307936189973971,,,,,,,,,,,,,,,,,,,,,
30,0.31,-4.0,1.6011310333130524e-10,-3.9997284412384033,0.00048106536269187927,2.055269479751587,0.001338173053227365,0.0030026882886886597,-0.024505283683538437,0.9999784260940126,-0.0010681269955007007,0.0005944658786982865,0.006453918312322017,-0.002128537781935623,0.0012026936061906403,0.012906655888986061,0.005227968562394381,-0.003773796372115612,0.024702567607164383,0.11917244642972946,0.13548435270786285,9.885815620422363,9.887462190208543,0.00522797042503953,-0.0037737954407930374,0.024702567607164383,0.025530179262601455,,,,,,,,,,,,,,,,,,,,,
31,0.32,-4.0,1.6011310333130524e-10,-3.9997072219848633,0.0005212409887462854,2.0550296306610107,0.0030207480303943157,0.005035722628235817,-0.023757383227348328,0.9999777646709803,-0.001063995652831625,0.0005953422043638301,0.0065561913135686704,-0.0021201407608865313,0.0012046097429133725,0.013111209339669352,-0.0023249676451087,0.0027756851632148027,0.021773677319288254,0.16393791139125824,0.1854071319103241,9.885396957397461,9.888494549155473,-0.0023249704390764236,0.00277568306773901,0.0217736829072237,0.022072679297707332,,,,,,,,,,,,,,,,,,,,,
32,0.33,-4.0,1.6011310333130524e-10,-3.9996697902679443,0.0005802980740554631,2.0547969341278076,0.004223735071718693,0.006504772696644068,-0.023012936115264893,0.9999767446657782,-0.001099602774489966,0.0006265594797146411,0.006701374828328331,-0.0021907602989668863,0.001267827858085725,0.013401471954402232,-0.009529460221529007,0.007916934788227081,0.03601045161485672,0.06242147833108902,0.06997941434383392,9.884845733642578,9.885290523667011,-0.009529460221529007,0.007916935719549656,0.03601045161485672,0.03808203131146134,,,,,,,,,,,,,,,,,,,,,
33,0.34,-4.0,1.6011310333130524e-10,-3.9996261596679688,0.0006460854783654213,2.0545718669891357,0.003986722324043512,0.006299823522567749,-0.022268371656537056,0.9999750352268694,-0.0011507866548646137,0.0006652034417146559,0.006939893189199908,-0.002292287054859373,0.001346346749802369,0.013878366948363096,-0.009686711244285107,0.006898864172399044,0.05464713275432587,-0.09451283514499664,-0.10734321177005768,9.884360313415527,9.885394986875545,-0.009686717763543129,0.006898859981447458,0.05464714393019676,0.055926175533481635,,,,,,,,,,,,,,,,,,,,,
34,0.35000000000000003,-4.0,1.6011310333130524e-10,-3.9995923042297363,0.0007024641963653266,2.054353713989258,0.0026352808345109224,0.004806154873222113,-0.021523797884583473,0.9999728560835718,-0.0011783899229955849,0.0006809885042524354,0.007241184151145372,-0.002346857933200709,0.0013790063530497937,0.014480890115064492,-0.0023986510932445526,0.00048167607747018337,0.061061013489961624,-0.1670912653207779,-0.18850865960121155,9.883913040161133,9.887122533435015,-0.002398650161921978,0.00048167657223530114,0.061061013489961624,0.06111000657290755,,,,,,,,,,,,,,,,,,,,,
35,0.36,-4.0,1.6011310333130524e-10,-3.9995720386505127,0.0007437053136527538,2.054142713546753,0.0014855485642328858,0.003555197035893798,-0.020785516127943993,0.9999708463776057,-0.001162698204383801,0.0006632582284503326,0.007517620385653283,-0.0023153605276455495,0.0013439596361708305,0.01503383998721995,0.006051570642739534,-0.00571488169953227,0.049566980451345444,-0.09091271460056305,-0.10179705917835236,9.883316040039062,9.884258379374085,0.006051568780094385,-0.005714882165193558,0.049566980451345444,0.050260987991943826,,,,,,,,,,,,,,,,,,,,,
36,0.37,-4.0,1.6011310333130524e-10,-3.9995579719543457,0.0007795463898219168,2.0539393424987793,0.001671315636485815,0.003858893411234021,-0.02005886286497116,0.9999694944194342,-0.0011215742113523885,0.0006307538790868564,0.007704184017377432,-0.0022333647888938455,0.0012787512518772969,0.015407105261721961,0.008450392633676529,-0.00635030260309577,0.030391212552785873,0.0660753846168518,0.07513698935508728,9.882723808288574,9.883230311721741,0.008450393564999104,-0.0063503035344183445,0.030391212552785873,0.03217703073329225,,,,,,,,,,,,,,,,,,,,,
37,0.38,-4.0,1.6011310333130524e-10,-3.9995341300964355,0.0008265268406830728,2.0537428855895996,0.003137878142297268,0.005645315628498793,-0.01934225484728813,0.9999686722675762,-0.0010938884490683228,0.000614371922367929,0.007815397534533586,-0.00217810865088813,0.0012458040194069694,0.015629609749285702,0.003034252906218171,-0.001066445605829358,0.02054225094616413,0.16422390937805176,0.18499821424484253,9.882230758666992,9.885326428562143,0.0030342540703713894,-0.001066444325260818,0.02054225094616413,0.0207925004556361,,,,,,,,,,,,,,,,,,,,,
38,0.39,-4.0,1.6011310333130524e-10,-3.9994945526123047,0.0008932652999646962,2.053553581237793,0.00469423271715641,0.007527679670602083,-0.01863149181008339,0.9999677356074732,-0.0011045017543439674,0.0006295216620374009,0.007931678410912413,-0.0021989494735125442,0.0012765241539318924,0.015862132470810173,-0.005115753971040249,0.0053209103643894196,0.02870994247496128,0.11656498908996582,0.13065651059150696,9.881627082824707,9.88317825016104,-0.005115750711411238,0.005320913624018431,0.028709935024380684,0.029643606329860243,,,,,,,,,,,,,,,,,,,,,
39,0.4,-4.0,1.6011310333130524e-10,-3.9994447231292725,0.0009728583390824497,2.0533716678619385,0.005073544569313526,0.008038715459406376,-0.017922792583703995,0.9999660690067486,-0.001143528314868824,0.0006635249882030657,0.008130984735805506,-0.002276192830729472,0.0013456013768959208,0.0162606314524602,-0.008522380143404007,0.007012235466390848,0.04757807031273842,-0.034255653619766235,-0.0391373410820961,9.880988121032715,9.881125008280257,-0.008522379212081432,0.007012236397713423,0.04757807031273842,0.04884132657305507,,,,,,,,,,,,,,,,,,,,,
40,0.41000000000000003,-4.0,1.6011310333130524e-10,-3.9993984699249268,0.001049037091434002,2.0531973838806152,0.00405552564188838,0.006929866969585419,-0.017214268445968628,0.9999636746536376,-0.0011743204825625918,0.0006859109265394081,0.008414265909690438,-0.0023370171660642433,0.001391534559869033,0.016827119943719097,-0.003899096744135022,0.002341192914173007,0.0603836327791214,-0.1544891893863678,-0.1736350655555725,9.880453109741211,9.883186211916808,-0.0038990993052721024,0.002341191517189145,0.0603836327791214,0.060554663410147994,,,,,,,,,,,,,,,,,,,,,
41,0.42,-4.0,1.6011310333130524e-10,-3.999364137649536,0.0011106007732450962,2.0530295372009277,0.0026561636477708817,0.0053857495076954365,-0.016510164365172386,0.9999611573521656,-0.0011663391716057528,0.0006758296645335008,0.008710148914841318,-0.0023208188492641396,0.0013719252331475561,0.017418941939106963,0.004875060636550188,-0.004658967722207308,0.055806104093790054,-0.13787661492824554,-0.1540970355272293,9.879806518554688,9.88197008199165,0.00487505691125989,-0.004658968653529882,0.055806104093790054,0.05621203983960667,,,,,,,,,,,,,,,,,,,,,
42,0.43,-4.0,1.6011310333130524e-10,-3.9993410110473633,0.0011612861417233944,2.052868604660034,0.0022250469774007797,0.004971156362444162,-0.015817273408174515,0.9999592462477838,-0.0011224311488427768,0.0006409256704066874,0.008935054905552882,-0.002233321148094776,0.0013018574361850917,0.01786890879113526,0.010270844213664532,-0.00791915226727724,0.03791384398937225,0.00068371940869838,0.0015743207186460495,9.879079818725586,9.879079967826412,0.010270843282341957,-0.00791915226727724,0.03791384398937225,0.040070721985175285,,,,,,,,,,,,,,,,,,,,,
43,0.44,-4.0,1.6011310333130524e-10,-3.999315023422241,0.0012164171785116196,2.0527145862579346,0.0032528729643672705,0.006247743032872677,-0.015136529691517353,0.9999581102602138,-0.0010757928904000997,0.0006098454762618323,0.009069094936906007,-0.002140437436101574,0.0012391531128180177,0.018137126226675827,0.007868479937314987,-0.004760831128805876,0.022497501224279404,0.1385599970817566,0.15553469955921173,9.878479957580566,9.880675897319941,0.007868479005992413,-0.004760831128805876,0.022497501224279404,0.024304650506460766,,,,,,,,,,,,,,,,,,,,,
44,0.45,-4.0,1.6011310333130524e-10,-3.9992735385894775,0.001289327279664576,2.052567481994629,0.00494091771543026,0.008282052353024483,-0.014464110136032104,0.9999571929531766,-0.0010601888527886265,0.0006069752787128536,0.00917168696647044,-0.002109156131903992,0.0012333463450363037,0.01834234414423964,9.510490781394765e-05,0.0018715052865445614,0.023121897131204605,0.15403099358081818,0.1720803827047348,9.877851486206055,9.880550955722988,9.510575182503089e-05,0.0018715054029598832,0.023121897131204605,0.02319770903609548,,,,,,,,,,,,,,,,,,,,,
45,0.46,-4.0,1.6011310333130524e-10,-3.999218702316284,0.0013796078274026513,2.052427053451538,0.005909877363592386,0.00947424117475748,-0.013796106912195683,0.9999556819623477,-0.0010807972523478072,0.0006311599080983442,0.009331003466167748,-0.002149723420000799,0.0012824340699983978,0.018660913929923743,-0.005961815360933542,0.006019060034304857,0.0391719713807106,0.033787716180086136,0.037147801369428635,9.877121925354004,9.87724957147586,-0.005961814895272255,0.006019059102982283,0.0391719713807106,0.04007762032833155,,,,,,,,,,,,,,,,,,,,,
46,0.47000000000000003,-4.0,1.6011310333130524e-10,-3.999161958694458,0.0014734816504642367,2.052293300628662,0.005417515989392996,0.008969434536993504,-0.013129622675478458,0.9999532476384034,-0.0011097872382044573,0.0006568242532739441,0.009583292315076958,-0.0022068853859678237,0.0013348583178191956,0.019165421014909572,-0.004717574454843998,0.003869470674544573,0.05644049867987633,-0.11594770103693008,-0.12989936769008636,9.87646198272705,9.877996710434498,-0.0047175767831504345,0.003869471373036504,0.05644049867987633,0.05676934234817936,,,,,,,,,,,,,,,,,,,,,
47,0.48,-4.0,1.6011310333130524e-10,-3.9991133213043213,0.0015559529419988394,2.05216646194458,0.004008557181805372,0.007406372576951981,-0.012466110289096832,0.9999503198443771,-0.0011105493511221688,0.000656358975662946,0.009884013160742652,-0.0022080171967766276,0.0013346065002925506,0.019766891235502692,0.0029642025474458933,-0.0028129159472882748,0.05971573293209076,-0.16343963146209717,-0.18204590678215027,9.875792503356934,9.87882233845055,0.0029642016161233187,-0.002812916412949562,0.05971573293209076,0.05985539031352195,,,,,,,,,,,,,,,,,,,,,
48,0.49,-4.0,1.6011310333130524e-10,-3.9990787506103516,0.0016239804681390524,2.0520458221435547,0.0030302726663649082,0.00634949142113328,-0.011812017299234867,0.9999477610287595,-0.0010702297751998494,0.0006244658567322983,0.010145928453969154,-0.0021276794859703694,0.0012705837618818363,0.020290868944402154,0.010513002052903175,-0.008238870650529861,0.04614764079451561,-0.06712347269058228,-0.07400315254926682,9.87498950958252,9.875494916283339,0.010513000190258026,-0.008238869719207287,0.04614764079451561,0.04804172039123992,,,,,,,,,,,,,,,,,,,,,
